Rollouts,Learning Rate,Reward,Samples,Timesteps,Alpha
22272,0.05,283.03117171657493,232,22272000,1.0
22736,0.05,449.44311794777155,232,22736000,1.0
23200,0.05,343.65052848058986,232,23200000,1.0
23664,0.05,215.473393001602,232,23664000,1.0
24128,0.05,378.8187113058427,232,24128000,1.0
24592,0.05,429.31574130880995,232,24592000,1.0
25056,0.05,380.32159905038185,232,25056000,1.0
25520,0.05,283.13115177405757,232,25520000,1.0
25984,0.05,247.92484454777153,232,25984000,1.0
26448,0.05,342.0584065348621,232,26448000,1.0
26912,0.05,411.7120202188397,232,26912000,1.0
27376,0.05,340.51555812868173,232,27376000,1.0
27840,0.05,213.6404331209876,232,27840000,1.0
28304,0.05,183.77565903393992,232,28304000,1.0
28768,0.05,202.10749913207735,232,28768000,1.0
29232,0.05,491.9581119374721,232,29232000,1.0
29696,0.05,236.46928225769526,232,29696000,1.0
30160,0.05,239.71561158549468,232,30160000,1.0
30624,0.05,301.62874181558476,232,30624000,1.0
31088,0.05,413.52883983079073,232,31088000,1.0
31552,0.05,465.18700904797157,232,31552000,1.0
32016,0.05,252.68736084249582,232,32016000,1.0
32480,0.05,409.71146415476466,232,32480000,1.0
32944,0.05,363.8663243975025,232,32944000,1.0
33408,0.05,384.25794200798384,232,33408000,1.0
33872,0.05,329.6567614413092,232,33872000,1.0
34336,0.05,276.41555610691483,232,34336000,1.0
34800,0.05,364.27267777001873,232,34800000,1.0
35264,0.05,550.1302359341322,232,35264000,1.0
35728,0.05,323.6690994714601,232,35728000,1.0
36192,0.05,315.1304390763833,232,36192000,1.0
36656,0.05,253.9839083500185,232,36656000,1.0
37120,0.05,395.75576454776257,232,37120000,1.0
37584,0.05,324.6046065132566,232,37584000,1.0
38048,0.05,312.6216499466953,232,38048000,1.0
38512,0.05,198.9662304277765,232,38512000,1.0
38976,0.05,319.6857670536985,232,38976000,1.0
39440,0.05,239.51029305546197,232,39440000,1.0
39904,0.05,318.22351285762494,232,39904000,1.0
40368,0.05,273.8485081824804,232,40368000,1.0
40832,0.05,239.12135220814557,232,40832000,1.0
41296,0.05,437.310527990708,232,41296000,1.0
41760,0.05,364.14278152738564,232,41760000,1.0
42224,0.05,383.2783287661053,232,42224000,1.0
42688,0.05,272.04055549386123,232,42688000,1.0
43152,0.05,621.8057272789765,232,43152000,1.0
43616,0.05,224.90824950353718,232,43616000,1.0
44080,0.05,259.79141488358164,232,44080000,1.0
44544,0.05,195.49865109673445,232,44544000,1.0
45008,0.05,289.8296638537334,232,45008000,1.0
45472,0.05,300.38579466902314,232,45472000,1.0
45936,0.05,309.15295989201405,232,45936000,1.0
46400,0.05,393.91870558124225,232,46400000,1.0
46864,0.05,323.4462734420464,232,46864000,1.0
47328,0.05,479.80066664015857,232,47328000,1.0
47792,0.05,370.0962694267689,232,47792000,1.0
48256,0.05,316.00827283337793,232,48256000,1.0
48720,0.05,341.8638826140998,232,48720000,1.0
49184,0.05,275.1943953245563,232,49184000,1.0
49648,0.05,352.1274931733336,232,49648000,1.0
50112,0.05,339.1120635894856,232,50112000,1.0
50576,0.05,500.14959364071535,232,50576000,1.0
51040,0.05,441.11450955250365,232,51040000,1.0
51504,0.05,240.7463228145632,232,51504000,1.0
51968,0.05,237.20242986907405,232,51968000,1.0
52432,0.05,276.0447823787023,232,52432000,1.0
52896,0.05,258.19111995667174,232,52896000,1.0
53360,0.05,336.9920393492836,232,53360000,1.0
53824,0.05,320.77020478972725,232,53824000,0.4025033629624227
54006,0.05,441.4155132113398,91,54006000,0.46930685394309873
54188,0.05,225.3484912013509,91,54188000,0.27218275122793667
54372,0.05,446.9663109978462,92,54372000,0.2887529512551315
54556,0.05,314.71444475803287,92,54556000,0.3037102109246066
54740,0.05,244.78664139255372,92,54740000,0.32893352137893683
54924,0.05,283.2098760111292,92,54924000,0.3808114620201357
55110,0.05,401.7429341054041,93,55110000,0.29560832410114507
55296,0.05,298.3904808860239,93,55296000,0.32448128773485824
55482,0.05,389.94815567386496,93,55482000,0.24772855919978998
55668,0.05,223.9702349243305,93,55668000,0.2682645403833371
55854,0.05,342.5340179756667,93,55854000,0.2892672149548284
56042,0.05,342.5340179756667,94,56042000,0.31364341490422615
56230,0.05,477.89421185523645,94,56230000,0.20208294480065941
56418,0.05,477.67288795147687,94,56418000,0.3012458153503889
56606,0.05,477.67288786095287,94,56606000,0.27703158935520616
56794,0.05,477.89220451314316,94,56794000,0.35099109854620725
56982,0.05,477.8920478194196,94,56982000,0.2838156268833165
57170,0.05,374.04352478923795,94,57170000,0.30757719278697154
57360,0.05,374.04352478923795,95,57360000,0.2012315373255927
57550,0.05,474.53069664930416,95,57550000,0.2695472320185639
57740,0.05,474.53069664930416,95,57740000,0.2262255744813803
57930,0.05,346.45188043144435,95,57930000,0.2888676383044675
58120,0.05,506.32348126656734,95,58120000,0.24489879979143545
58310,0.05,567.0434737540421,95,58310000,0.2705810860154624
58500,0.05,567.0434737540421,95,58500000,0.2717398832229893
58692,0.05,567.0434737540421,96,58692000,0.2639869117265265
58884,0.05,360.60029679823236,96,58884000,0.25844506111038024
59076,0.05,360.60029679823236,96,59076000,0.15343295025253492
59268,0.05,477.6728887642748,96,59268000,0.2789135073794497
59460,0.05,477.6728887642748,96,59460000,0.23657478839615625
59652,0.05,477.6728887642748,96,59652000,0.30102052822267844
59844,0.05,477.6728887642748,96,59844000,0.4177598430445425
60038,0.05,477.6728887642748,97,60038000,0.3476214522058415
