Rollouts,Learning Rate,Reward,Samples,Timesteps
0,1,38.0,0,0
16,1,41.0,8,739
32,1,109.0,8,1617
48,1,129.0,8,3743
64,1,251.0,8,6554
80,1,1000.0,8,12478
96,1,1000.0,8,30478
112,1,1000.0,8,48478
128,1,1000.0,8,66478
144,1,1000.0,8,84478
160,1,1000.0,8,102478
