Rollouts,Learning Rate,Reward,Samples,Timesteps,Alpha
11206,0.05,519.4286596583029,11,262371,0.0
11228,0.05,510.661211946977,11,262878,0.0
11250,0.05,435.22586165925185,11,263708,0.0
11272,0.05,501.017107840478,11,264442,0.0
11294,0.05,584.8387718654479,11,264916,0.0
11316,0.05,426.8366522474377,11,265691,0.0
11338,0.05,311.31210227826193,11,266492,0.0
11360,0.05,463.82207886121023,11,267300,0.0
11382,0.05,435.73135156975775,11,268017,0.0
11404,0.05,612.3352260798061,11,268908,0.0
11426,0.05,546.3757477472052,11,269592,0.0
11448,0.05,329.6344626111474,11,270319,0.0
11470,0.05,556.6161436363938,11,271273,0.0
11492,0.05,648.0170985609699,11,272179,0.0
11514,0.05,397.8870253900043,11,272838,0.0
11536,0.05,546.558377669243,11,273535,0.0
11558,0.05,303.5220570836851,11,274234,0.0
11580,0.05,1049.7545461335483,11,275100,0.0
11602,0.05,826.4628975128458,11,275986,0.0
11624,0.05,985.2203065594758,11,276894,0.0
11646,0.05,892.1144885998069,11,277599,0.0
11668,0.05,892.804591312742,11,278319,0.0
11690,0.05,817.5538505689442,11,279049,0.0
11712,0.05,873.8697381360645,11,279955,0.0
11734,0.05,808.9943853893852,11,280949,0.0
11756,0.05,827.7390556324618,11,281478,0.0
11778,0.05,752.2827994849556,11,282216,0.0
11800,0.05,687.6330463295226,11,283127,0.0
11822,0.05,696.657743500647,11,283855,0.0
11844,0.05,537.6408999230865,11,284646,0.0
11866,0.05,621.3032510995018,11,285621,0.0
11888,0.05,733.2576955929637,11,286551,0.0
11910,0.05,676.1578327688936,11,287261,0.0
11932,0.05,649.1200362517053,11,288201,0.0
11954,0.05,649.9906206033914,11,288676,0.0
11976,0.05,435.14946411875997,11,289487,0.0
11998,0.05,528.3340909793126,11,290501,0.0
12020,0.05,630.5445215916772,11,291272,0.0
12042,0.05,658.806401165458,11,292198,0.0
12064,0.05,640.4749479859286,11,293101,0.0
12086,0.05,696.0774749741212,11,294046,0.0
12108,0.05,705.613492887027,11,294814,0.0
12130,0.05,687.3222945695456,11,295670,0.0
12152,0.05,705.659990613077,11,296091,0.0
12174,0.05,724.3805134833568,11,297134,0.0
12196,0.05,733.7227202976137,11,298167,0.0
12218,0.05,668.3768750095184,11,299048,0.0
12240,0.05,724.0749464716173,11,299927,0.0
12262,0.05,696.1044531723838,11,300952,0.0
12284,0.05,677.3397012270726,11,301748,0.0
12306,0.05,696.3560228228781,11,302594,0.0
12328,0.05,779.9891049966832,11,303385,0.0
12350,0.05,677.7938390158687,11,304522,0.0
12372,0.05,668.4687379127283,11,305376,0.0
12394,0.05,658.342990169036,11,306352,0.0
12416,0.05,724.5772405197866,11,307067,0.0
12438,0.05,639.05697883421,11,307694,0.0
12460,0.05,798.2107302271879,11,308737,0.0
12482,0.05,1078.1712582293442,11,309614,0.0
12504,0.05,1161.0251890107354,11,310463,0.0
12526,0.05,918.7997977570217,11,311464,0.0
12548,0.05,807.8175657576538,11,312398,0.0
12570,0.05,378.9616752156338,11,313388,0.0
12592,0.05,1151.7095421329234,11,314372,0.0
12614,0.05,1170.5609146583322,11,315480,0.0
12636,0.05,1450.2603122612852,11,316195,0.0
12658,0.05,864.0597568539508,11,317013,0.0
12680,0.05,1208.9546711477185,11,317775,0.0
12702,0.05,854.0025535283078,11,318776,0.0
12724,0.05,1161.2597755137094,11,319779,0.0
12746,0.05,1096.2510764140409,11,320376,0.0
12768,0.05,826.7299631486934,11,321311,0.0
12790,0.05,807.5204815820337,11,322211,0.0
12812,0.05,807.5492987509473,11,322978,0.0
12834,0.05,836.0617231814986,11,323906,0.0
12856,0.05,752.3550990547957,11,324885,0.0
12878,0.05,687.1892349211533,11,325580,0.0
12900,0.05,695.9728906165069,11,326535,0.0
