Rollouts,Reward,Samples,Timesteps,Alpha
47684,46.39136927313669,129,47684000,0.5930330444359488
47944,46.490303972544176,130,47944000,0.5435716740694007
48204,46.28503760874565,130,48204000,0.48574423524570526
48464,46.29277034794035,130,48464000,0.45776467893761896
48724,46.46550734210584,130,48724000,0.3352127414824798
48984,46.455478730722255,130,48984000,0.3988934560632751
49244,46.46160610077736,130,49244000,0.37547931011825786
49504,46.493311958610356,130,49504000,0.42504625186954753
49764,46.51163313617284,130,49764000,0.49968671462492903
50024,46.46660594590597,130,50024000,0.4392454708732773
50286,46.4908762678734,131,50286000,0.45567401168068045
50548,46.54848058756114,131,50548000,0.4063119828673586
50810,46.5171169128204,131,50810000,0.4029265621832895
51072,46.44466830333539,131,51072000,0.3952877750335898
51334,46.26545487195187,131,51334000,0.39105769429209425
51598,46.684132093554105,132,51598000,0.342384869250856
51860,46.71050314632593,131,51860000,0.3925962728691258
52124,46.72524359318972,132,52124000,0.40089646684690644
52388,46.72512979010343,132,52388000,0.36684511094417194
52650,46.73449122247315,131,52650000,0.3775362634846993
52912,46.71670226055031,131,52912000,0.4656789330417387
53176,46.67444680390452,132,53176000,0.4744434361304672
53440,46.6710940967512,132,53440000,0.4415342108899213
53704,46.63680873942237,132,53704000,0.4194025412000866
53968,46.718542761464626,132,53968000,0.4340453237166286
54232,46.750080697814276,132,54232000,0.47146829053413614
54498,46.57002621609825,133,54498000,0.45621047452154995
54764,46.5369041431795,133,54764000,0.5004626267557171
55030,46.577529496986244,133,55030000,0.4989921809994435
55296,46.52148383905087,133,55296000,0.5361920911291438
55564,46.65144212856268,134,55564000,0.4268022026254379
55832,46.645937666858025,134,55832000,0.41686016718427704
56100,46.640575350861056,134,56100000,0.4225768186882403
56368,46.70611166994288,134,56368000,0.348545456916804
56636,46.75614428460919,134,56636000,0.41772035239487837
56904,46.7264839773529,134,56904000,0.4210524590058641
57174,46.65944372433584,135,57174000,0.315126747410845
57442,46.610055307960685,134,57442000,0.39246822170205675
57710,46.67886631777112,134,57710000,0.4071297010416437
57978,46.58257075086843,134,57978000,0.48980535670179487
58248,46.646072683994035,135,58248000,0.3629346544840621
58518,46.69429894609235,135,58518000,0.3613210996168827
58788,46.771614198870395,135,58788000,0.44517009766971727
59058,46.71474279486551,135,59058000,0.499459924499941
59328,46.78241185452049,135,59328000,0.440174831857966
59598,46.73658536406171,135,59598000,0.3564483603207791
59868,46.69664728651592,135,59868000,0.36808295384882733
60138,46.77845503960501,135,60138000,0.3887753070861029
60410,46.74009395830421,136,60410000,0.387952152260463
60682,46.72177805197811,136,60682000,0.33231664255381654
60954,46.6552487122226,136,60954000,0.3799332702631736
61226,46.649738193234285,136,61226000,0.31186464853632906
61496,46.454959899440034,135,61496000,0.41547147624094566
61766,46.52774417120089,135,61766000,0.3767390822715615
62036,46.61007495483528,135,62036000,0.43352936878813625
62306,46.68216129513035,135,62306000,0.4289554525925067
62576,46.37790281947554,135,62576000,0.44141955427963725
62846,46.66404745910908,135,62846000,0.4203478174544296
63116,46.68300779042192,135,63116000,0.4264905717240653
63388,46.56325485170872,136,63388000,0.33568493541575595
63658,46.732233674230564,135,63658000,0.3555184515499815
63930,46.39672995284454,136,63930000,0.4574320365661935
64202,46.666978429050815,136,64202000,0.3313715315506354
64474,46.70870258571754,136,64474000,0.3126318807020896
64746,46.56044546467922,136,64746000,0.37067440154002596
65018,46.68420417327041,136,65018000,0.31730602988958906
65290,46.430019186461756,136,65290000,0.34346811281586453
65562,46.465768398712584,136,65562000,0.3979251094010769
65834,46.36943333371215,136,65834000,0.446119879330593
66106,46.379563101568934,136,66106000,0.4230046863357099
66378,46.58431740737427,136,66378000,0.4255808878379558
66650,46.63893364216147,136,66650000,0.3864144332224917
66922,46.71043666551063,136,66922000,0.3705830780980316
67194,46.73880197079573,136,67194000,0.4429637708184211
67468,46.7399597966891,137,67468000,0.3671116250194082
67742,46.65321435453481,137,67742000,0.41565059637700624
68016,46.71122783527075,137,68016000,0.31883246692383
68290,46.77172122316006,137,68290000,0.3619019303164389
68564,46.69740816380094,137,68564000,0.43624306047823197
68838,46.72173137723031,137,68838000,0.44269994485081976
69112,46.77674053815875,137,69112000,0.3882061492638118
69386,46.611008266163616,137,69386000,0.4118847117232874
69660,46.20817225747844,137,69660000,0.4498440439700055
69934,46.765446191767445,137,69934000,0.35221578356368133
70208,46.65248580376674,137,70208000,0.41471984119815064
70482,46.67538723786785,137,70482000,0.4357461074521293
70758,46.72824900826584,138,70758000,0.4056023289768115
71034,46.773401875824,138,71034000,0.48497019665420604
71310,46.71968048958894,138,71310000,0.3973304525500642
71586,46.73209203733234,138,71586000,0.3131115830554339
71862,46.61908205354814,138,71862000,0.3756573399801969
72138,46.72733841342506,138,72138000,0.2758093006486483
72414,46.77273314791336,138,72414000,0.31037331072363844
72688,46.73438994601454,137,72688000,0.42675095638924826
72964,46.54224612440862,138,72964000,0.37372739320465187
73240,46.78304569977462,138,73240000,0.30662858063715476
73516,46.60989517405796,138,73516000,0.32784743783736225
73792,46.75329079744436,138,73792000,0.31828720946011946
74068,46.72355349793296,138,74068000,0.45081192708642714
74344,46.71936380296392,138,74344000,0.47748851960602806
74620,46.637891060899655,138,74620000,0.3414483522994667
74896,46.76600428931085,138,74896000,0.41598635977079296
75172,46.666745048052405,138,75172000,0.35926616711325254
75448,46.23560420788906,138,75448000,0.44864883382818826
75726,46.6802443218327,139,75726000,0.39985529929396013
76004,46.750235721254874,139,76004000,0.39066761910055864
76282,46.66142971221741,139,76282000,0.3910269369722095
76560,46.648686319730814,139,76560000,0.3788148568362749
76838,46.66585862866351,139,76838000,0.4252791717542233
77116,46.59092485888034,139,77116000,0.35831707733236884
77394,46.08347776378256,139,77394000,0.3631724513612982
77672,46.48361805472231,139,77672000,0.32088043130640365
77950,46.38428012909057,139,77950000,0.38486108369401767
78228,46.192820525327704,139,78228000,0.3326119076744885
78506,46.38865732445783,139,78506000,0.3638575613870096
78782,46.57350677876692,138,78782000,0.30536038216465083
79058,46.623526606621446,138,79058000,0.3586242400750558
79334,46.74692083219344,138,79334000,0.3569717803728426
79610,46.811330334955684,138,79610000,0.36210628269250106
79886,46.76273526013539,138,79886000,0.4140980222474323
80164,46.778055463357596,139,80164000,0.3601090029032638
80440,46.74396265297093,138,80440000,0.40638646092360453
80716,46.651817702737425,138,80716000,0.39459148284584167
80992,46.80977625243197,138,80992000,0.3087384986549045
81268,46.80236675466845,138,81268000,0.40908553815027776
81544,46.32300594742475,138,81544000,0.446020144993339
81820,46.8235903290996,138,81820000,0.41089645105396655
82096,46.769669544827686,138,82096000,0.49129545607433656
82372,46.67962263242276,138,82372000,0.4194315409594542
82648,46.74399004462481,138,82648000,0.298962962538116
82924,46.83207023782194,138,82924000,0.4229826136590759
83200,46.762544379134674,138,83200000,0.4151576956680073
83476,46.607786257350064,138,83476000,0.39834771479900644
83752,46.6468225075753,138,83752000,0.41815226527959676
84028,46.63599031466617,138,84028000,0.4083841989659673
84306,46.60585469470789,139,84306000,0.331782044282866
84582,46.70711147540042,138,84582000,0.33950859821525614
84858,46.768712895808555,138,84858000,0.3387617033552342
85134,46.72544384249716,138,85134000,0.33413545552117047
85410,46.63222765139214,138,85410000,0.3515878763703871
85686,46.78234686968585,138,85686000,0.4447562688172051
85962,46.8054343106981,138,85962000,0.38178697352465707
86240,46.83541544057578,139,86240000,0.37573010428417397
86518,46.48330836094127,139,86518000,0.44795824505184556
86796,46.828628882841436,139,86796000,0.47556840390825106
87074,46.85478825073753,139,87074000,0.44087287653668766
87352,46.8287583183851,139,87352000,0.373264051269572
87630,46.83402016798947,139,87630000,0.4229058749371127
87908,46.76942339242702,139,87908000,0.3965727725987591
88186,46.79453072151527,139,88186000,0.41270227235199025
88466,46.850803257049044,140,88466000,0.42710671530323563
88746,46.853034958820686,140,88746000,0.4444211966520838
89026,46.89658520897431,140,89026000,0.36382886859236807
89306,46.91413840267776,140,89306000,0.36537878028039567
89586,46.89198746628884,140,89586000,0.36769259619109557
89866,46.9252384725573,140,89866000,0.4196873886527547
90146,46.83343993171044,140,90146000,0.34817404138382907
90426,46.8225562402558,140,90426000,0.4020428868885523
90706,46.862273090335876,140,90706000,0.3930461087460008
90986,46.72716002886679,140,90986000,0.3504103636752904
91266,46.684091511653286,140,91266000,0.38997748588874875
91546,46.740307179590395,140,91546000,0.4277263329363358
91826,46.69335990196548,140,91826000,0.339925772464188
92106,46.605156518143765,140,92106000,0.48050118544303516
92386,46.65450728679125,140,92386000,0.35061084904429773
92666,46.631503846257495,140,92666000,0.3516253970911605
92946,46.66683058975029,140,92946000,0.3921879698030341
93226,46.732634444615414,140,93226000,0.41073604580889883
93506,46.715685212829015,140,93506000,0.3545311030116182
93786,46.838592182083794,140,93786000,0.3264792127862373
94066,46.486109299768344,140,94066000,0.43311250153025893
94346,46.850483687730296,140,94346000,0.4249415309035606
94626,46.86345023501937,140,94626000,0.41831332735507665
94908,46.84328144921013,141,94908000,0.34979924783620353
95190,46.78241390241033,141,95190000,0.343699504636383
95472,46.764819424819294,141,95472000,0.38116581910834246
95754,46.72632552857775,141,95754000,0.3706891013444052
96036,46.772092404168845,141,96036000,0.2986734116403302
96318,46.75946240432541,141,96318000,0.32856049401870074
96600,46.73290350757069,141,96600000,0.39185331539118684
96882,46.812198364994146,141,96882000,0.29486614186042465
97164,46.740950250687845,141,97164000,0.41542913304292695
97446,46.77829822230242,141,97446000,0.4214241529590556
97728,46.59376875610297,141,97728000,0.3268814032338455
98010,46.62975709329055,141,98010000,0.37637609965155583
98292,46.80100593587392,141,98292000,0.4244095054568596
98574,46.85094267390466,141,98574000,0.4662776811036511
98858,46.69232288834552,142,98858000,0.38362104961483756
99142,46.68616882525579,142,99142000,0.4185845797024723
99426,46.677608428354944,142,99426000,0.3648566198071427
99710,46.808646535674335,142,99710000,0.41058120516024516
99994,46.766339548845544,142,99994000,0.3051059589422366
100278,46.829770960379186,142,100278000,0.2961092947304843
100562,46.831747106260856,142,100562000,0.3888450436933948
100846,46.81084540426842,142,100846000,0.4322048428058366
101130,46.92613618344358,142,101130000,0.4616924462555219
101414,46.90779896804596,142,101414000,0.39087173355630306
101698,46.52178157566154,142,101698000,0.36363899607008915
101982,46.74843049370185,142,101982000,0.37000459435137995
102266,46.74913025120547,142,102266000,0.4092909801924399
102550,46.45293820355789,142,102550000,0.38887638110520684
102834,46.81471349408304,142,102834000,0.45551461238425794
103118,46.8119087099086,142,103118000,0.44252849917684917
103404,46.82616109346652,143,103404000,0.3867770814222042
103690,46.84280161529771,143,103690000,0.4360913271689417
103976,46.87586756765517,143,103976000,0.4297523879151691
104262,46.77414565545924,143,104262000,0.3794452805567015
104548,46.845375747373765,143,104548000,0.4186323025488601
104834,46.85261443696116,143,104834000,0.3024845434035202
105120,46.81989998291884,143,105120000,0.3310809101511881
105406,46.85432610582946,143,105406000,0.3852292980929557
105692,46.9227708846037,143,105692000,0.3977767672391343
105978,46.90520986286661,143,105978000,0.4032999129484403
106264,46.78819949015135,143,106264000,0.3777079870870412
106550,46.834333720412275,143,106550000,0.41203306632413067
106838,46.936323954064804,144,106838000,0.4073182165057527
107124,46.834678862934105,143,107124000,0.36078543039251515
107412,46.893236921606906,144,107412000,0.3041236743193954
107698,46.76251579886991,143,107698000,0.3281757655599842
107984,46.77844605622562,143,107984000,0.31783465029130936
108270,46.85647131869396,143,108270000,0.24698510821351355
108556,46.778054322323314,143,108556000,0.3967449986120214
108842,46.818959105118886,143,108842000,0.333890123313496
109128,46.751594723474106,143,109128000,0.5121064159064541
109414,46.74684610271176,143,109414000,0.4000472707196712
109700,46.75809269706693,143,109700000,0.44385920766474285
109986,46.63729787299875,143,109986000,0.39126354818152
110272,46.587733651069584,143,110272000,0.4415077155695053
110558,46.68362650377389,143,110558000,0.3456357239763145
110844,46.804547365409576,143,110844000,0.3572455655172344
111130,46.829612668463476,143,111130000,0.3223586197557225
111416,46.782593451615185,143,111416000,0.3178966345300136
111702,46.701441737247414,143,111702000,0.3058330162426701
111988,46.598490514766766,143,111988000,0.30685477662307203
112272,46.815184944093225,142,112272000,0.3071851571269238
112556,46.84546715320986,142,112556000,0.31097139314066047
112842,46.57860041378399,143,112842000,0.3814210792227163
113126,46.538251607712624,142,113126000,0.37401485111972893
113410,46.78499275873619,142,113410000,0.32352365372614306
113694,46.88772922440168,142,113694000,0.2988396760811856
113978,46.89421967363315,142,113978000,0.3407564339163961
114262,46.87836443902149,142,114262000,0.3077012622461304
114546,46.80620507452846,142,114546000,0.3428915772392148
114830,46.73501260178768,142,114830000,0.3793255623778776
115114,46.67610589258253,142,115114000,0.37045096604765165
115398,46.48866092104639,142,115398000,0.3600502248656355
115682,46.68144747805753,142,115682000,0.3043742534342188
115966,46.69386223642479,142,115966000,0.30818763141702626
116250,46.72331749691728,142,116250000,0.3108553400305382
116534,46.86084209543587,142,116534000,0.3236103023819298
116818,46.86574085357707,142,116818000,0.3886821423777058
117102,46.753010600272724,142,117102000,0.25351036933261156
117386,46.862831968325985,142,117386000,0.3284507472676728
117670,46.64163876887743,142,117670000,0.34467883273901956
117954,46.77308235725175,142,117954000,0.3224960163385003
118236,46.80940094054826,141,118236000,0.3198649127926321
118518,46.793262451350266,141,118518000,0.3987193937074365
118800,46.87715267630619,141,118800000,0.29496082195258355
119082,46.8399450575995,141,119082000,0.3082456876024688
119364,46.74118884335384,141,119364000,0.3358456267688864
119646,46.62223066094554,141,119646000,0.32432515112221155
119928,46.793985558132476,141,119928000,0.29995569719822757
120210,46.81749811964097,141,120210000,0.38539150750489226
120492,46.80223535503433,141,120492000,0.441957480897245
120774,46.743961797830366,141,120774000,0.28699222776192956
121054,46.6375430170195,140,121054000,0.3009867762642742
121334,46.758159531116384,140,121334000,0.35728363627101845
121614,46.65926720904761,140,121614000,0.382703080943664
121894,46.758823825118704,140,121894000,0.32886604218496746
122174,46.687497752498935,140,122174000,0.32573908654829964
122454,46.688468112396485,140,122454000,0.26312737524300694
122734,46.67623608508582,140,122734000,0.32009002143897197
123014,46.74672432589911,140,123014000,0.3837108651815031
123294,46.71133883595076,140,123294000,0.45377413546400874
123574,46.71668180049116,140,123574000,0.38973319918736965
123854,46.6869970947523,140,123854000,0.408443419290868
124134,46.654654095940906,140,124134000,0.4204189158139198
124414,46.650909382591436,140,124414000,0.32462317127713236
124694,46.66778342664198,140,124694000,0.33121490257172165
124974,46.71805725339692,140,124974000,0.3118008002526676
125252,46.723693561123035,139,125252000,0.354324186108874
125530,46.596848287345814,139,125530000,0.3517958307651573
125808,46.61452715373713,139,125808000,0.28445007429767866
126086,46.66139129609419,139,126086000,0.3716173869682274
126364,46.56960065852985,139,126364000,0.4325142242244005
126642,46.41586812563515,139,126642000,0.3640589832040121
126920,46.54816571187391,139,126920000,0.3103499867890483
127198,46.679518847427424,139,127198000,0.3150112783335251
127476,46.68671468739218,139,127476000,0.3922549312122964
127754,46.63500979947611,139,127754000,0.32324275445880596
128032,46.76172209303523,139,128032000,0.400900961026281
128310,46.64929874661355,139,128310000,0.3260568413428171
128588,46.54998104124305,139,128588000,0.37833352136078935
128864,46.64433760684674,138,128864000,0.3267727869771795
129140,46.7872901739651,138,129140000,0.3238708416028789
129416,46.542872659104596,138,129416000,0.37758234812414004
129692,46.651609058443775,138,129692000,0.32563589610332455
129968,45.66713797493356,138,129968000,0.30655891563606136
130244,46.55486346817667,138,130244000,0.38757167058527614
130520,46.385169519742966,138,130520000,0.37355128131269466
130796,46.53599967173858,138,130796000,0.39491787845135173
131072,46.67295315944035,138,131072000,0.32520053311358205
131348,46.53425389114084,138,131348000,0.37161832643292936
131624,46.44646352845541,138,131624000,0.3617101967565205
131900,46.745650521702295,138,131900000,0.43867582913236747
132176,46.82519791667495,138,132176000,0.41117138907550715
132452,46.76949338450315,138,132452000,0.48352776856900315
132730,46.75773519426289,139,132730000,0.3749211111238887
133006,46.747119915905124,138,133006000,0.3666536153190663
133282,46.74283638681475,138,133282000,0.35878712136652136
133560,46.74569807840533,139,133560000,0.36069772240029907
133838,46.80765626163304,139,133838000,0.4303821628674333
134116,46.77942283252694,139,134116000,0.34286921352403416
134394,46.63554854694861,139,134394000,0.3860097972940559
134672,46.62988445426091,139,134672000,0.41815072100723416
134950,46.68850242458551,139,134950000,0.3648857535056671
135228,46.76091435553971,139,135228000,0.39960328545645407
135508,46.83078086368215,140,135508000,0.4040277474201558
135788,46.44442907111983,140,135788000,0.36446604366911173
136068,46.72989975705083,140,136068000,0.3451321503242105
136348,46.82168134892809,140,136348000,0.4195329055432885
136628,46.8254833356165,140,136628000,0.35782902881266926
136908,46.80145086469115,140,136908000,0.34323319692873133
137188,46.777608200723364,140,137188000,0.3046385695171301
