Rollouts,Learning Rate,Reward,Samples,Timesteps,Alpha
420,0.05,91.99337436121031,210,4249,1
840,0.05,138.86011200500988,210,8416,1
1260,0.05,92.15494253422582,210,12585,1
1680,0.05,110.60653107303841,210,16867,1
2100,0.05,148.3962198167406,210,21406,1
2520,0.05,166.92976171395753,210,26245,1
2940,0.05,176.33457564642273,210,31773,1
3360,0.05,176.3036232172782,210,37618,1
