Rollouts,Learning Rate,Reward,Samples,Timesteps,Alpha
38352,0.05,526.5256244084572,204,38352000,1.0
38760,0.05,679.174230977427,204,38760000,1.0
39168,0.05,613.1669338335249,204,39168000,1.0
39576,0.05,610.514267336224,204,39576000,1.0
39984,0.05,635.9814982882859,204,39984000,1.0
40392,0.05,527.4057028103132,204,40392000,1.0
40800,0.05,735.7582546076228,204,40800000,1.0
41208,0.05,579.6358093876415,204,41208000,1.0
41616,0.05,586.828915210735,204,41616000,0.49444276579512725
41780,0.05,660.4501173714717,82,41780000,0.3210549181867527
41944,0.05,535.0959168144504,82,41944000,0.3050954407648208
42108,0.05,272.3974299617327,82,42108000,0.2630871024326685
42272,0.05,491.911352588984,82,42272000,0.340622814154235
42436,0.05,559.195980535624,82,42436000,0.3304099570706501
42602,0.05,597.1207248517916,83,42602000,0.2575417108085261
42768,0.05,552.6058054309747,83,42768000,0.31016575719906736
42934,0.05,673.4309971011654,83,42934000,0.22785427552094337
43100,0.05,503.2658114027672,83,43100000,0.2337883624121823
43266,0.05,558.2461341746073,83,43266000,0.23728420248767562
43434,0.05,732.4336424719696,84,43434000,0.2730244926491643
43602,0.05,675.5507213859496,84,43602000,0.20756712767514396
43770,0.05,611.2949172520222,84,43770000,0.29634700554804716
43938,0.05,546.1011836856536,84,43938000,0.2714400573118288
44106,0.05,632.585323937288,84,44106000,0.2881459734035863
44276,0.05,522.8049222640461,85,44276000,0.20245141477650416
44446,0.05,528.7044172193372,85,44446000,0.2876370787446314
44616,0.05,640.5416378614332,85,44616000,0.3376824014468068
44786,0.05,512.1204012665811,85,44786000,0.29214973324832966
44956,0.05,580.1689525345306,85,44956000,0.30808586416469674
45128,0.05,577.1506889451715,86,45128000,0.21640913240359316
45300,0.05,558.8377531548699,86,45300000,0.21669802689373238
45472,0.05,560.3867172329423,86,45472000,0.2781762434073143
45644,0.05,638.0168740654242,86,45644000,0.24082718957399102
45816,0.05,546.3504760477274,86,45816000,0.2703756543148538
45988,0.05,651.796907249573,86,45988000,0.25976686568180013
46160,0.05,524.0077955333304,86,46160000,0.22455232840727612
46334,0.05,776.7049010509389,87,46334000,0.22415642236932587
46508,0.05,643.85797566815,87,46508000,0.2089492751286768
46682,0.05,643.677422153154,87,46682000,0.25586879981896604
46856,0.05,607.911617888834,87,46856000,0.3466953664821414
47030,0.05,599.8297463991444,87,47030000,0.2606269390789094
47204,0.05,558.134217793304,87,47204000,0.31856032797698214
47380,0.05,521.8381880430838,88,47380000,0.22680254121494686
47556,0.05,539.539917691988,88,47556000,0.2675571926929094
47732,0.05,444.2763172288744,88,47732000,0.2965654984268067
47908,0.05,628.6014686830375,88,47908000,0.20252930484940515
48084,0.05,580.515082268804,88,48084000,0.19136466522363774
48260,0.05,657.1472890697167,88,48260000,0.22650262053577208
48436,0.05,509.27275876800337,88,48436000,0.2029544107518082
48612,0.05,648.0755413197473,88,48612000,0.25243398664934025
48788,0.05,620.5922557181924,88,48788000,0.20581744913293254
48964,0.05,623.0338955105491,88,48964000,0.22870865048047284
49140,0.05,546.3189355212006,88,49140000,0.1997117804102147
49318,0.05,598.1941951121722,89,49318000,0.2950829744081445
49496,0.05,734.6427053202532,89,49496000,0.2381679781646554
49674,0.05,650.8652108372045,89,49674000,0.23602999824586016
49852,0.05,616.0947667582344,89,49852000,0.18733654966819965
50030,0.05,648.0734837097051,89,50030000,0.26848734201896535
50208,0.05,693.7958277587369,89,50208000,0.10455510313689606
50386,0.05,720.3802310387906,89,50386000,0.22521815660546207
50564,0.05,518.5286451955707,89,50564000,0.20075685069840965
50742,0.05,579.8335484865141,89,50742000,0.24053904409176644
50920,0.05,634.7304612538228,89,50920000,0.28622447598494316
51098,0.05,678.2453663321917,89,51098000,0.19945063160492763
51278,0.05,544.1844504222852,90,51278000,0.2584965026921391
51458,0.05,510.59791685360284,90,51458000,0.3416854419281023
51638,0.05,707.932148837262,90,51638000,0.24170517905636574
51818,0.05,801.7511881791293,90,51818000,0.2802724863537022
51998,0.05,643.0134969586381,90,51998000,0.2603265996869048
52178,0.05,673.5538600250586,90,52178000,0.2588131189823652
52360,0.05,693.7964094958016,91,52360000,0.2591253855292591
52542,0.05,554.3509790845402,91,52542000,0.24449635402081338
52724,0.05,719.150418481312,91,52724000,0.13756530566788513
52906,0.05,574.1373170674543,91,52906000,0.2739807886133392
53088,0.05,583.6195864071846,91,53088000,0.12339692950377924
53270,0.05,617.1934296983004,91,53270000,0.2855517836037921
53452,0.05,583.8222468364307,91,53452000,0.22517940743200462
53634,0.05,658.811991136133,91,53634000,0.22991927885326555
53816,0.05,653.8339754728298,91,53816000,0.16984109922404003
53998,0.05,669.5263835684874,91,53998000,0.15986490069306
54180,0.05,613.433963090925,91,54180000,0.21094438945174615
54362,0.05,678.848501874105,91,54362000,0.2094357317005101
54544,0.05,540.8826006521155,91,54544000,0.2126801598701197
54726,0.05,764.8608247598696,91,54726000,0.09928362999353374
54908,0.05,625.1762557933301,91,54908000,0.20948281741329047
55090,0.05,605.7048511456856,91,55090000,0.25193483331482736
55272,0.05,391.38840984699044,91,55272000,0.3390163939276944
55454,0.05,629.4367264818331,91,55454000,0.22466138446933914
55636,0.05,677.0324093501698,91,55636000,0.18982516598617863
55818,0.05,605.8638803499997,91,55818000,0.14325276335035186
56000,0.05,705.2045537222963,91,56000000,0.20348384291472346
56182,0.05,670.5928985020378,91,56182000,0.20452493504088928
56366,0.05,599.3735521478342,92,56366000,0.13057727793341903
56548,0.05,638.2853644065079,91,56548000,0.22646601717182888
56730,0.05,667.5543064277815,91,56730000,0.20068036942808573
56914,0.05,602.7364309916517,92,56914000,0.1907982556608518
57098,0.05,566.19008371924,92,57098000,0.22538801643360185
57282,0.05,646.4498158157818,92,57282000,0.2200693948236782
57466,0.05,586.6756949482095,92,57466000,0.1822007059435603
57650,0.05,568.6756477533057,92,57650000,0.1944812664650694
57834,0.05,634.3721679618914,92,57834000,0.19743192720411587
58018,0.05,662.0439574645907,92,58018000,0.17825521081375897
58202,0.05,673.2364541116094,92,58202000,0.25282847365096084
58386,0.05,714.3323229806878,92,58386000,0.18221964897791765
58570,0.05,754.4952005019715,92,58570000,0.19753404407347275
58754,0.05,781.1279630487171,92,58754000,0.19944577667939772
