Rollouts,Learning Rate,Reward,Samples,Timesteps,Alpha
4806,0.05,350.0504457955382,14,4806000,0.2857360790276004
4834,0.05,354.32801897118264,14,4834000,0.47970497928212213
4862,0.05,356.7109808973765,14,4862000,0.3327755440105111
4890,0.05,362.15147990053765,14,4890000,0.21252170217493788
4918,0.05,363.46878617420793,14,4918000,0.2072972796974389
4946,0.05,360.4273355199739,14,4946000,0.28987292287017785
4974,0.05,364.4773504526922,14,4974000,0.15488151405559575
5002,0.05,365.4379857351639,14,5002000,0.16328211903438017
5030,0.05,366.01425956173966,14,5030000,0.1017911208921311
5058,0.05,364.9375345821165,14,5058000,0.11914498649322416
5086,0.05,349.1653044109297,14,5086000,0.1284193726229599
5114,0.05,350.0235214666066,14,5114000,0.08135080145003495
5142,0.05,351.52203875446446,14,5142000,0.1241778500389621
5170,0.05,350.71483146703133,14,5170000,0.01920248928588364
5198,0.05,366.7393198540226,14,5198000,0.04958221640332805
5226,0.05,365.6750762236927,14,5226000,0.26786472278958323
5254,0.05,364.4653395931726,14,5254000,0.10980911005706231
5282,0.05,362.291320015372,14,5282000,0.3028013030934216
5310,0.05,356.33209864629293,14,5310000,0.2005719580287348
5338,0.05,350.9166398111843,14,5338000,0.2760466525970793
5366,0.05,349.8419188772326,14,5366000,0.4556389700743989
5394,0.05,360.03763029679646,14,5394000,0.029341823784529097
5422,0.05,362.87004486150136,14,5422000,0.3046906552682621
5450,0.05,349.57792110820714,14,5450000,0.20485609954095502
5478,0.05,350.07992956473765,14,5478000,0.17165660427650895
5506,0.05,352.17254670159303,14,5506000,0.32772233270785206
5536,0.05,354.2842159430109,15,5536000,0.005249048575858089
5566,0.05,356.99494304158367,15,5566000,0.31538951012085215
5596,0.05,359.23363596558943,15,5596000,0.0722983512330616
5626,0.05,359.249903274274,15,5626000,0.04674205574484792
5656,0.05,362.0622188225685,15,5656000,0.19193346149894244
5686,0.05,360.50817752714613,15,5686000,0.12374094928983052
5716,0.05,365.1413633474406,15,5716000,0.15296998777605023
5746,0.05,365.3588583651281,15,5746000,0.20924121365674614
5776,0.05,365.84986889683756,15,5776000,0.2785148712895189
5806,0.05,366.04243714203346,15,5806000,0.2109281199930349
5836,0.05,366.3767104922122,15,5836000,0.234216496233064
5866,0.05,366.3720495736021,15,5866000,0.030789448451123625
5896,0.05,366.1236659769631,15,5896000,0.08136540559784827
5926,0.05,366.1846905936866,15,5926000,0.04125295215023987
5956,0.05,366.15208776121807,15,5956000,0.003000485054452625
5986,0.05,366.3272142318676,15,5986000,0.3394350592350374
6016,0.05,365.5164055911648,15,6016000,0.207035110544637
6046,0.05,365.5138521339003,15,6046000,0.0041049962547663995
6076,0.05,364.1500872278042,15,6076000,0.05819161980623111
6106,0.05,365.3053079455488,15,6106000,0.03784376705898945
6136,0.05,360.7131489488477,15,6136000,0.10468844326069382
6166,0.05,362.66428622897115,15,6166000,0.06566580809378349
6196,0.05,360.49184198494703,15,6196000,0.04293625851797462
6226,0.05,364.88027148037963,15,6226000,0.12072317551091917
6256,0.05,365.47060166266607,15,6256000,0.0664076002101575
6286,0.05,366.07849056775416,15,6286000,0.0387483528948656
6316,0.05,365.42366161873207,15,6316000,0.0008279411647530305
6346,0.05,349.51660594314444,15,6346000,0.10528256000197377
6376,0.05,350.903547461495,15,6376000,0.013407641132761432
6406,0.05,351.07138523662593,15,6406000,0.20015354671240643
6436,0.05,350.342711608903,15,6436000,0.1128155506405676
6466,0.05,351.14819464019064,15,6466000,0.2199147358841674
6496,0.05,349.81862763433827,15,6496000,0.16431910174487557
6526,0.05,347.84244590550907,15,6526000,0.34113404661020297
6556,0.05,346.5161258962588,15,6556000,0.10643449326591516
6586,0.05,360.7801383871551,15,6586000,0.04468967735843792
6616,0.05,365.6826699482244,15,6616000,0.028407918330873062
6646,0.05,365.6146613259315,15,6646000,0.33451693038981284
6676,0.05,365.70671393922595,15,6676000,0.13639891526941086
6706,0.05,366.03190802166273,15,6706000,0.17548274027626698
6736,0.05,365.8120641932931,15,6736000,0.2574129419645415
6768,0.05,365.6093569787541,16,6768000,0.0
6800,0.05,365.3206652165741,16,6800000,0.0
6832,0.05,365.04353507763005,16,6832000,0.0
6864,0.05,364.77639534772044,16,6864000,0.0
6896,0.05,364.3398382147285,16,6896000,0.0
6928,0.05,359.8367157269627,16,6928000,0.0
6960,0.05,360.57454975364317,16,6960000,0.0
6992,0.05,355.9008297134381,16,6992000,0.0
7024,0.05,352.5518927929244,16,7024000,0.0
7056,0.05,353.35752273283543,16,7056000,0.0
7088,0.05,352.2759873176283,16,7088000,0.0
7120,0.05,356.69833072124436,16,7120000,0.0
7152,0.05,361.8304459850523,16,7152000,0.0
