Rollouts,Learning Rate,Reward,Samples,Timesteps
0,1,27.0,0,0
16,1,44.0,8,521
32,1,54.0,8,1271
48,1,63.0,8,2286
64,1,72.0,8,3142
80,1,109.0,8,4409
96,1,147.0,8,6370
112,1,1000.0,8,10060
128,1,1000.0,8,28060
144,1,1000.0,8,46060
160,1,1000.0,8,63710
