Rollouts,Learning Rate,Reward,Samples,Timesteps,Alpha
50,1,68.0,25,1708,1.0
100,1,101.0,25,4598,1.0
150,1,899.0,25,9899,1.0
200,1,916.0,25,20664,0.0
220,1,1000.0,10,26643,0.0
240,1,1000.0,10,38840,0.0
260,1,1000.0,10,54973,0.0
280,1,1000.0,10,74056,0.0
300,1,1000.0,10,91001,0.0
320,1,1000.0,10,108218,0.0
340,1,1000.0,10,128218,
